,method,n,mse_run,mse_method,mae_run,mae_method,hp,uid,epochs,fold,mae_diff,mse_diff
51,LatinHyperCube,1849,5.603914433065623e-06,4.960856144178999e-06,0.0009491124241419,0.0009751008398682,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_184732,400.0,0,2.5988415726327287e-05,6.430582888866242e-07
52,LatinHyperCube,1849,5.822437563018741e-06,6.5836067784343845e-06,0.0009049609036525,0.000990613486048,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_184825,400.0,1,8.565258239543339e-05,7.611692154156436e-07
53,LatinHyperCube,1849,5.764302413588072e-06,8.909714856443216e-06,0.0008641297562642,0.0009569547554148,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_184917,400.0,2,9.282499915060105e-05,3.145412442855145e-06
119,LatinHyperCube,1849,7.154630377828118e-06,6.958591239999046e-06,0.0010009187301076284,0.0011108672601083344,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_201849,400,3,0.00010994853000070599,1.9603913782907192e-07
120,LatinHyperCube,1849,0.00011901350399275414,0.00011355503960300015,0.00432979074942588,0.004218712891202146,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_201942,151,4,0.00011107785822373362,5.458464389753988e-06
121,LatinHyperCube,1849,1.157404972083693e-05,1.255018844368749e-05,0.001147770956382264,0.0012511575689984162,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_202003,400,5,0.00010338661261615227,9.761387228505595e-07
122,LatinHyperCube,1849,5.019622885855046e-05,4.73421032835273e-05,0.0030941548648083348,0.00299766313096507,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_202055,181,6,9.649173384326457e-05,2.8541255750231617e-06
123,LatinHyperCube,1849,8.414641537078756e-06,7.323789067132791e-06,0.0009681947102622814,0.000980022528400021,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_202120,400,7,1.1827818137739692e-05,1.090852469945965e-06
124,LatinHyperCube,1849,9.348403166553964e-06,9.288219137054368e-06,0.0010918368204462028,0.0011663407302893304,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_202212,400,8,7.450390984312756e-05,6.018402949959555e-08
125,LatinHyperCube,1849,6.314223618129088e-06,7.001440115596097e-06,0.0010039035972005768,0.001076162047211967,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_202307,400,9,7.22584500113903e-05,6.872164974670091e-07
54,OrtogonalLatinHyperCube,25,0.005568215296153,0.0015166543145851,0.0319327682481101,0.0235832939832193,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_185010,400.0,0,0.0083494742648908,0.0040515609815678
55,OrtogonalLatinHyperCube,25,0.006052511742932,0.0022894935497774,0.0358893377161809,0.030312532790126,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_185026,350.0,1,0.0055768049260549,0.0037630181931545
56,OrtogonalLatinHyperCube,25,0.0062956814773243,0.002060970666767,0.0372566994437945,0.029490005086263,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_185040,343.0,2,0.0077666943575315,0.0042347108105572
126,OrtogonalLatinHyperCube,25,0.026900867198929125,0.008837009591990772,0.08409612293923159,0.057642787566116446,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_202401,231,3,0.026453335373115144,0.018063857606938353
127,OrtogonalLatinHyperCube,25,0.027042841570645074,0.008711320420743298,0.08409822326968179,0.05684115196920662,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_202411,215,4,0.027257071300475173,0.018331521149901775
128,OrtogonalLatinHyperCube,25,0.025991239579745477,0.00848885657836756,0.0826390769878608,0.056833527725165846,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_202421,296,5,0.025805549262694953,0.017502383001377915
129,OrtogonalLatinHyperCube,25,0.006012431009916562,0.0024709343025562116,0.036426203481780474,0.031097724329472495,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_202433,397,6,0.005328479152307979,0.0035414967073603503
130,OrtogonalLatinHyperCube,25,0.029096617255137562,0.008608719796202487,0.08602389255426507,0.054370270500481474,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_202448,315,7,0.031653622053783595,0.020487897458935075
131,OrtogonalLatinHyperCube,25,0.00631109286480767,0.001896334411593083,0.03672555276299451,0.02584682756078833,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_202504,332,8,0.010878725202206181,0.004414758453214587
132,OrtogonalLatinHyperCube,25,0.029454515538125822,0.008505822592803908,0.08615065300540638,0.05351969196965858,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_202518,236,9,0.0326309610357478,0.020948692945321916
57,OrtogonalLatinHyperCube,49,0.0069735222593474,0.0026484890838673,0.0300677271994932,0.0235580568296101,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_185053,400.0,0,0.0065096703698831,0.0043250331754801
58,OrtogonalLatinHyperCube,49,0.0070134332398838,0.0023417072775672,0.0357531397456495,0.0231447103026769,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_185111,373.0,1,0.0126084294429726,0.0046717259623165
59,OrtogonalLatinHyperCube,49,0.0075790287361508,0.0027572909028722,0.0364018396795002,0.0244382048798593,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_185126,360.0,2,0.0119636347996408,0.0048217378332785
133,OrtogonalLatinHyperCube,49,0.03595237284404959,0.02655946542827449,0.09127655445992484,0.07929428682401078,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_202528,355,3,0.011982267635914062,0.0093929074157751
134,OrtogonalLatinHyperCube,49,0.035863462596590796,0.026502509889624614,0.09082475818361116,0.07892382860103624,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_202543,209,4,0.011900929582574923,0.009360952706966182
135,OrtogonalLatinHyperCube,49,0.004732077199738058,0.001417728569139172,0.021465738286534548,0.01722434161567248,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_202553,400,5,0.004241396670862069,0.003314348630598886
136,OrtogonalLatinHyperCube,49,0.0058899853065331785,0.0020719719727834247,0.024626461032849323,0.018562695855382505,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_202609,338,6,0.006063765177466818,0.003818013333749754
137,OrtogonalLatinHyperCube,49,0.006195255148432396,0.002112804273052767,0.02424551022902474,0.01928016197237071,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_202626,400,7,0.004965348256654033,0.0040824508753796295
138,OrtogonalLatinHyperCube,49,0.03591970065910288,0.026519860530454353,0.09132906884349919,0.07926678766546028,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_202643,295,8,0.012062281178038911,0.009399840128648529
139,OrtogonalLatinHyperCube,49,0.005484417223257988,0.0017750515828941682,0.02622422288385547,0.01848295791170509,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_202656,305,9,0.007741264972150379,0.0037093656403638193
60,OrtogonalLatinHyperCube,121,0.0001110315732222,0.0002824085343139,0.0031350516828979,0.0047097185312393,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_185141,400.0,0,0.0015746668483414,0.0001713769610916
61,OrtogonalLatinHyperCube,121,0.000252957019073,0.0006959724636691,0.0048734298896625,0.0077470762441849,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_185159,400.0,1,0.0028736463545223,0.0004430154445961
62,OrtogonalLatinHyperCube,121,0.0004042317360574,0.001051642718684,0.0052349176916847,0.0091865639273627,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_185216,400.0,2,0.003951646235678,0.0006474109826266
140,OrtogonalLatinHyperCube,121,0.0001839138416361184,0.0005605271150197627,0.0038647441339189274,0.006682046725413819,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_202709,400,3,0.0028173025914948915,0.0003766132733836443
141,OrtogonalLatinHyperCube,121,0.00014185635270315167,0.0005310078476466938,0.0036652284501158213,0.0060786180673242365,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_202726,400,4,0.002413389617208415,0.00038915149494354217
142,OrtogonalLatinHyperCube,121,0.00023522140527440616,0.0006821539019448653,0.004304204510344308,0.007143484148138615,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_202743,400,5,0.002839279637794307,0.00044693249667045914
143,OrtogonalLatinHyperCube,121,0.0001454126289086787,0.00044192192822308413,0.003821137668023048,0.005429761489298433,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_202803,400,6,0.0016086238212753854,0.00029650929931440543
144,OrtogonalLatinHyperCube,121,0.0001362765648527464,0.00033150650427625196,0.0037636973304755053,0.005334799951512094,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_202821,400,7,0.001571102621036589,0.00019522993942350556
145,OrtogonalLatinHyperCube,121,0.00013819019647929524,0.0003252523268763548,0.0038063019409466155,0.0053241729138828455,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_202839,400,8,0.00151787097293623,0.00018706213039705957
146,OrtogonalLatinHyperCube,121,9.484026886788552e-05,8.78555963883908e-05,0.003333575052669178,0.0030997241847437146,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_202856,400,9,0.00023385086792546356,6.984672479494724e-06
63,OrtogonalLatinHyperCube,169,0.0003490691687247,0.0002743338334141,0.0050850783851131,0.006044501494719,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_185233,400.0,0,0.0009594231096058,7.47353353105213e-05
64,OrtogonalLatinHyperCube,169,0.0001671486544453,9.451301460789274e-05,0.0036171911126981,0.0037424389188314,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_185253,400.0,1,0.0001252478061333,7.263563983743978e-05
65,OrtogonalLatinHyperCube,169,8.381187586958251e-05,4.450206132975127e-05,0.0026675538441997,0.002952727131098,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_185312,400.0,2,0.0002851732868982,3.930981453983124e-05
147,OrtogonalLatinHyperCube,169,0.031001950697109,0.02903558002719656,0.0852768746419053,0.0828862196182616,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_202913,400,3,0.0023906550236436896,0.00196637066991244
148,OrtogonalLatinHyperCube,169,8.289068197492823e-05,6.0731413630045856e-05,0.0027035217246512556,0.0032179755353938574,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_202931,400,4,0.0005144538107426017,2.2159268344882376e-05
149,OrtogonalLatinHyperCube,169,0.00013860099877227157,0.00018759074669108435,0.0035779252826445736,0.004710206481266096,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_202952,400,5,0.0011322811986215226,4.898974791881278e-05
150,OrtogonalLatinHyperCube,169,0.00012711014767165162,0.00014923281502307692,0.003353564905734161,0.0046496855156359,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_203011,400,6,0.001296120609901739,2.2122667351425304e-05
151,OrtogonalLatinHyperCube,169,0.00012005099555694483,0.0001281037944528304,0.0031290959976437477,0.004078067028388066,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_203030,400,7,0.000948971030744318,8.052798895885559e-06
152,OrtogonalLatinHyperCube,169,0.00010317922151804343,5.282898957773263e-05,0.002912417527605213,0.00333303470274337,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_203048,400,8,0.0004206171751381569,5.0350231940310807e-05
153,OrtogonalLatinHyperCube,169,0.031216525746219435,0.029274171870363852,0.08628993292799435,0.08386099294259323,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_203107,219,9,0.002428939985401113,0.0019423538758555833
66,OrtogonalLatinHyperCube,529,2.7707767419357575e-05,1.4469600593674132e-05,0.0013448022369407,0.0015012829194041,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_185330,400.0,0,0.0001564806824634,1.3238166825683446e-05
67,OrtogonalLatinHyperCube,529,1.8007767907256272e-05,5.279173792206547e-06,0.0011044605709662,0.0011202451184869,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_185356,400.0,1,1.57845475207087e-05,1.2728594115049725e-05
68,OrtogonalLatinHyperCube,529,1.91338822023187e-05,2.2143539142403185e-05,0.0014777331972956,0.001647890892462,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_185421,400.0,2,0.0001701576951664,3.009656940084486e-06
154,OrtogonalLatinHyperCube,529,2.5963210223573336e-05,9.269472983491014e-06,0.0013756051874272677,0.0013324302488458995,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_203118,400,3,4.3174938581368215e-05,1.669373724008232e-05
155,OrtogonalLatinHyperCube,529,2.7139116620035744e-05,8.136423225451975e-06,0.0014189487547856755,0.0013120979353562305,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_203145,400,4,0.000106850819429445,1.9002693394583767e-05
156,OrtogonalLatinHyperCube,529,1.203319031544298e-05,7.408929994933164e-06,0.0012447384881386382,0.0012309872395596393,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_203210,400,5,1.3751248578998962e-05,4.624260320509816e-06
157,OrtogonalLatinHyperCube,529,2.7715332471524468e-05,1.0219458710109656e-05,0.0013564652655395281,0.0012142951534509121,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_203236,400,6,0.000142170112088616,1.7495873761414812e-05
158,OrtogonalLatinHyperCube,529,2.4656134971577906e-05,8.79354527558852e-06,0.0012852915977404672,0.001218433649339643,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_203301,400,7,6.685794840082426e-05,1.5862589695989384e-05
159,OrtogonalLatinHyperCube,529,2.3242719782377607e-05,1.94124181079457e-05,0.001740227193569248,0.0016667967239986717,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_203325,400,8,7.343046957057641e-05,3.8303016744319075e-06
160,OrtogonalLatinHyperCube,529,0.00020685022907848872,0.0002099430661769958,0.006377201809199398,0.00626809140453724,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_203355,168,9,0.00010911040466215875,3.0928370985070788e-06
69,OrtogonalLatinHyperCube,1849,5.67034174158302e-06,6.416187451353182e-06,0.0009864854943334,0.0010740055432814,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_185447,400.0,0,8.752004894798998e-05,7.458457097701624e-07
70,OrtogonalLatinHyperCube,1849,5.188857984717381e-06,6.082290214284866e-06,0.0009347920402427,0.0010209424531854,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_185540,400.0,1,8.615041294275931e-05,8.934322295674855e-07
71,OrtogonalLatinHyperCube,1849,1.0677430975926851e-05,1.1259234667647492e-05,0.0011820668000408,0.0012658003715108,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_185633,400.0,2,8.373357146996261e-05,5.818036917206404e-07
161,OrtogonalLatinHyperCube,1849,3.557123836788948e-06,3.905861816549702e-06,0.0007960335001043973,0.0008693266358891383,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_203407,400,3,7.329313578474108e-05,3.4873797976075413e-07
162,OrtogonalLatinHyperCube,1849,4.1461783804003e-06,4.475945169584395e-06,0.0008668330966486736,0.0009585588496463207,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_203501,400,4,9.172575299764717e-05,3.297667891840945e-07
163,OrtogonalLatinHyperCube,1849,3.648238796742938e-06,3.7424070849943813e-06,0.0008220494717339293,0.0008604812026428585,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_203553,400,5,3.8431730908929204e-05,9.416828825144346e-08
164,OrtogonalLatinHyperCube,1849,8.420354654667856e-06,8.402626996449828e-06,0.0011909006996965352,0.0012587919837837376,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_203645,400,6,6.789128408720238e-05,1.772765821802799e-08
165,OrtogonalLatinHyperCube,1849,2.6062993766688505e-06,3.3129479480692894e-06,0.0006396694405835623,0.0007559761371047825,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_203737,400,7,0.0001163066965212202,7.066485714004389e-07
166,OrtogonalLatinHyperCube,1849,4.669835240231845e-06,4.849956065883513e-06,0.0007989525435510963,0.0008681001295636435,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_203832,400,8,6.914758601254717e-05,1.80120825651668e-07
167,OrtogonalLatinHyperCube,1849,4.795141397477027e-06,5.143670791345833e-06,0.0009855812850916154,0.001044907218155624,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_203925,400,9,5.93259330640087e-05,3.485293938688063e-07
0,Random,25,0.0070289314223653,0.0014210169436689,0.028921882178773,0.0219595826317362,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_182838,400.0,0,0.0069622995470368,0.0056079144786964
1,Random,25,0.0296624734339882,0.0259851223665442,0.0863133299962611,0.0923719502199252,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_182856,230.0,1,0.0060586202236641,0.003677351067444
2,Random,25,0.0070100940251394,0.0025584121305932,0.027364456275045,0.0203833467424636,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_182907,391.0,2,0.0069811095325814,0.0044516818945461
0,Random,25,0.013908194539466177,0.01033110897773243,0.05999488407343507,0.05782719962918015,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_193457,400,3,0.0021676844442549206,0.003577085561733747
1,Random,25,0.006636451972486417,0.003329163534072583,0.03447139787469448,0.028990357967434776,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_193515,400,4,0.0054810399072597014,0.0033072884384138337
2,Random,25,0.006889574250642062,0.002844752381513537,0.03374445342359967,0.027389962159910106,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_193531,386,5,0.0063544912636895635,0.004044821869128525
3,Random,25,0.007008025006789958,0.003201118403433611,0.03426147005650318,0.029172977339416196,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_193546,400,6,0.0050884927170869836,0.0038069066033563467
4,Random,25,0.007110115525923361,0.003579162898665198,0.03595304074511698,0.03310758634636111,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_193602,400,7,0.002845454398755873,0.0035309526272581625
5,Random,25,0.007272414927846553,0.004432047032317289,0.04088922810135467,0.0370159332720529,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_193617,400,8,0.0038732948293017655,0.0028403678955292635
6,Random,25,0.022123562542951565,0.019404213544481134,0.07674128620082754,0.08056438343372703,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_193632,400,9,0.003823097232899489,0.0027193489984704312
3,Random,49,0.0271810631079953,0.0405322408817836,0.1029191054817631,0.1373707777807516,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_182923,166.0,0,0.0344516722989885,0.0133511777737883
4,Random,49,0.0062425200259861,0.0189086827824708,0.038647722755498,0.0688555498572781,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_182931,400.0,1,0.03020782710178,0.0126661627564846
5,Random,49,0.0283548421104075,0.0417700483674991,0.1054637978378888,0.1396232507541879,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_182948,303.0,2,0.0341594529162991,0.0134152062570915
